User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Location Type,Location,Nama,Email,Handphone,Login Hour,Year Birth,Digital Interest,Address
219,iPhone 12,iOS,499,9.6,2873,81,1805,52,Female,5,Restaurant,Sambal Setan,"Hamima Adriansyah, S.IP",hamimaadriansyahs.ip219@gmail.com,083231467707,22,1972,other,"Gg. Indragiri No. 0, Jakarta Barat, 77035"
220,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,2,Cafe,Pard Coffee,drg. Arta Prasetyo,drg.artaprasetyo220@gmail.com,081499326656,21,1981,streaming video,"Jalan Cempaka No. 3, Tangerang, 79843"
221,OnePlus 9,Android,433,6.8,2093,75,1300,32,Male,4,Restaurant,Warung Tekko Kalibata,Mujur Budiyanto,mujurbudiyanto221@outlook.com,085399509171,14,1992,e-commerce,"Jl. Dr. Djunjunan No. 305, Tangerang, 92511"
222,OnePlus 9,Android,133,2.0,1007,31,417,32,Male,2,Office,Gedung Cyber,Virman Hidayanto,virmanhidayanto222@protonmail.com,085622383079,14,1992,streaming video,"Gang KH Amin Jasuta No. 284, Jakarta Selatan, 71640"
223,Xiaomi Mi 11,Android,351,6.1,1941,79,1290,21,Female,4,Cafe,Pard Coffee,Harsanto Novitasari,harsantonovitasari223@gmail.com,088976629644,5,2003,e-commerce,"Gang Asia Afrika No. 08, Jakarta Utara, 14427"
224,Samsung Galaxy S21,Android,532,10.7,2556,83,2148,53,Female,5,Restaurant,Warung Tekko Pluit Village,Kunthara Siregar,kuntharasiregar224@yahoo.com,088887344055,1,1971,other,"Jl. Sukajadi No. 090, Depok, 45314"
225,OnePlus 9,Android,92,2.5,690,31,563,27,Male,2,Cafe,Ruuaang Kopi,Edi Yuniar,ediyuniar225@gmail.com,081696466846,8,1997,streaming video,"Gg. Gegerkalong Hilir No. 988, Bogor, 22997"
226,Xiaomi Mi 11,Android,511,10.8,2712,97,2438,59,Female,5,Office,HTS Net,"Puti Setiawan, S.Psi",putisetiawans.psi226@aol.com,088756914947,20,1965,other,"Jalan Stasiun Wonokromo No. 3, Jakarta Selatan, 92966"
227,Xiaomi Mi 11,Android,384,7.0,2185,72,1376,59,Male,4,Cafe,Pard Coffee,Nrima Pradana,nrimapradana227@outlook.com,088669358231,16,1965,e-commerce,"Gang R.E Martadinata No. 3, Jakarta Selatan, 95591"
228,iPhone 12,iOS,193,5.2,1318,49,626,32,Female,3,Restaurant,Ramen Ten 10 Kramat Jati,Alika Ramadan,alikaramadan228@gmail.com,085628787564,0,1992,news,"Gg. Monginsidi No. 905, Depok, 04068"
229,Samsung Galaxy S21,Android,132,3.8,649,25,368,41,Male,2,Cafe,Tous les Jours Sency,"Kayun Susanti, S.Ked",kayunsusantis.ked229@outlook.com,081363526593,9,1983,streaming video,"Gg. Monginsidi No. 67, Tangerang, 56271"
230,Samsung Galaxy S21,Android,360,7.3,1946,79,1164,50,Male,4,Restaurant,Sliced Terogong,Sutan Mustofa Farida,sutanmustofafarida230@gmail.com,081152572827,12,1974,e-commerce,"Jl. Cempaka No. 24, Tangerang, 01333"
231,iPhone 12,iOS,159,2.3,1083,32,526,38,Male,2,Cafe,Kataloji Coffee & Eatery,Lili Simbolon,lilisimbolon231@yahoo.com,083397941247,14,1986,streaming video,"Gang Siliwangi No. 34, Bekasi, 45738"
232,iPhone 12,iOS,495,8.9,2855,91,2150,31,Male,5,Cafe,Tuwuh Treats Bintaro,"Kartika Hutapea, S.Pt",kartikahutapeas.pt232@outlook.com,081992547680,22,1993,other,"Gg. Dipenogoro No. 765, Jakarta Selatan, 43473"
233,Xiaomi Mi 11,Android,537,10.0,2720,83,1763,35,Male,5,Cafe,Bleu Coffee and Space,drg. Nabila Nugroho,drg.nabilanugroho233@outlook.com,085192958283,16,1989,other,"Jl. Tubagus Ismail No. 013, Bogor, 66867"
234,OnePlus 9,Android,129,3.4,1059,27,580,36,Female,2,Restaurant,Sliced Terogong,Dian Hutagalung,dianhutagalung234@gmail.com,085316467628,11,1988,streaming video,"Gang Asia Afrika No. 07, Jakarta Utara, 02859"
235,iPhone 12,iOS,132,3.8,636,28,529,53,Male,2,Restaurant,Warung Tekko Daan Mogot,"Eka Gunawan, S.E.I",ekagunawans.e.i235@gmail.com,085713391187,2,1971,streaming video,"Jalan Cikutra Barat No. 663, Jakarta Timur, 94204"
236,Xiaomi Mi 11,Android,37,1.4,369,18,295,19,Female,1,Office,Conclave Arteri,"Ghaliyati Lazuardi, M.Farm",ghaliyatilazuardim.farm236@gmail.com,085808931595,4,2005,sosmed,"Jl. HOS. Cokroaminoto No. 54, Jakarta Utara, 41681"
237,Samsung Galaxy S21,Android,524,8.9,2549,88,1730,20,Female,5,Transportation,Koridor 01 Halte Sarinah,Danuja Iswahyudi,danujaiswahyudi237@gmail.com,083367695391,23,2004,other,"Jl. Asia Afrika No. 4, Depok, 83314"
238,OnePlus 9,Android,425,6.9,2142,66,1130,19,Female,4,Cafe,8TH Brew Coffee Shop,Halima Gunawan,halimagunawan238@yahoo.com,089943750664,22,2005,e-commerce,"Gang KH Amin Jasuta No. 1, Tangerang Selatan, 90434"
239,OnePlus 9,Android,64,1.7,585,13,107,53,Male,1,Office,Gedung Cyber,Ghaliyati Mandala,ghaliyatimandala239@aol.com,081299022489,8,1971,sosmed,"Jl. Raya Ujungberung No. 60, Tangerang, 07765"
240,iPhone 12,iOS,573,10.8,2711,96,2118,33,Female,5,Education Center,SMK AL Khairiyah 2,"Zaenab Wijaya, S.IP",zaenabwijayas.ip240@aol.com,085532200977,21,1991,other,"Jalan Jakarta No. 9, Jakarta Selatan, 86457"
241,Google Pixel 5,Android,45,1.7,302,16,191,57,Female,1,Compound Space,Galeri Lafayette,Hafshah Purwanti,hafshahpurwanti241@gmail.com,082104237509,11,1967,sosmed,"Gg. Rungkut Industri No. 272, Depok, 81283"
242,Xiaomi Mi 11,Android,564,11.7,2764,81,2133,37,Female,5,Cafe,Suasana Kopi Gandaria,Raihan Hardiansyah,raihanhardiansyah242@gmail.com,081831242193,14,1987,other,"Gang Veteran No. 9, Tangerang Selatan, 59087"
243,OnePlus 9,Android,162,3.5,761,36,338,51,Male,2,Cafe,Tujuhari Coffee,Kania Hidayanto,kaniahidayanto243@aol.com,088342719419,8,1973,streaming video,"Jalan Yos Sudarso No. 3, Depok, 27094"
244,Samsung Galaxy S21,Android,451,6.5,2378,69,1341,44,Male,4,Office,Graha Aruna,Maimunah Anggraini,maimunahanggraini244@gmail.com,089561867294,5,1980,e-commerce,"Gang Otto Iskandardinata No. 8, Jakarta Selatan, 36981"
245,OnePlus 9,Android,30,1.3,479,16,253,35,Male,1,Office,Harton Tower,Pia Maheswara,piamaheswara245@gmail.com,083134369734,10,1989,sosmed,"Gang Ir. H. Djuanda No. 3, Jakarta Barat, 05254"
246,Samsung Galaxy S21,Android,202,5.0,1542,45,844,29,Male,3,Cafe,Suasana Kopi Gandaria,"Rahmat Prasetya, M.Farm",rahmatprasetyam.farm246@gmail.com,085589660876,15,1995,news,"Gg. M.T Haryono No. 65, Bekasi, 67419"
247,Google Pixel 5,Android,71,1.5,590,17,257,33,Male,1,Restaurant,Satoru,"Hj. Unjani Mardhiyah, M.Ak",hj.unjanimardhiyahm.ak247@aol.com,088128575050,21,1991,sosmed,"Jl. Sukajadi No. 585, Jakarta Timur, 44715"
248,Google Pixel 5,Android,314,6.2,2205,63,1066,19,Male,4,Cafe,Stay Kopi Kopia,"Hesti Sihotang, S.IP",hestisihotangs.ip248@yahoo.com,082253950083,19,2005,e-commerce,"Jl. Jend. Sudirman No. 49, Depok, 97344"
249,Xiaomi Mi 11,Android,168,4.0,866,22,581,50,Female,2,Cafe,Suasana Kopi Gandaria,Dt. Viman Nainggolan,dt.vimannainggolan249@outlook.com,088447935006,13,1974,streaming video,"Gang Rajiman No. 3, Bekasi, 96444"
250,Google Pixel 5,Android,75,1.9,537,13,230,58,Female,1,Cafe,Kopitok Coffee Kemang,Tirta Mardhiyah,tirtamardhiyah250@gmail.com,082119172265,2,1966,sosmed,"Gang Merdeka No. 07, Jakarta Pusat, 97364"
251,OnePlus 9,Android,42,1.4,324,13,272,29,Female,1,Office,HTS Net,"Cut Jessica Narpati, S.Farm",cutjessicanarpatis.farm251@gmail.com,082158142205,3,1995,sosmed,"Gg. BKR No. 3, Jakarta Barat, 70865"
252,OnePlus 9,Android,441,7.9,2332,78,1477,23,Female,4,Office,MTM Representative Office,Alika Pradipta,alikapradipta252@gmail.com,083812874742,15,2001,e-commerce,"Jalan Soekarno Hatta No. 462, Bogor, 72080"
253,Google Pixel 5,Android,523,10.5,2460,99,1787,22,Male,5,Restaurant,Warung Tekko Kramat Jati,Elon Sihombing,elonsihombing253@gmail.com,088682249052,19,2002,other,"Jl. Cihampelas No. 78, Depok, 64737"
254,Xiaomi Mi 11,Android,100,2.4,982,31,478,48,Female,2,Cafe,Bukan Ruang,Salimah Safitri,salimahsafitri254@outlook.com,083876532613,10,1976,streaming video,"Gg. Antapani Lama No. 1, Jakarta Barat, 48979"
255,OnePlus 9,Android,52,1.2,398,14,172,24,Female,1,Office,MTM Representative Office,"T. Baktiono Simbolon, S.Pt",t.baktionosimbolons.pt255@gmail.com,081793919242,21,2000,sosmed,"Gg. Antapani Lama No. 40, Bogor, 04532"
256,OnePlus 9,Android,397,7.0,2352,77,1101,46,Female,4,Restaurant,Warung Tekko Kramat Jati,Laswi Padmasari,laswipadmasari256@outlook.com,081990071510,3,1978,e-commerce,"Jl. Ronggowarsito No. 18, Jakarta Pusat, 38442"
257,Xiaomi Mi 11,Android,424,7.7,1863,65,1116,52,Male,4,Restaurant,Sambal Setan,Rahmi Melani,rahmimelani257@mail.com,085643040531,2,1972,e-commerce,"Gg. Jakarta No. 0, Tangerang Selatan, 98856"
258,Xiaomi Mi 11,Android,272,5.0,1655,45,686,19,Female,3,Restaurant,Warung Tekko Artha Gading,Vega Suwarno,vegasuwarno258@gmail.com,089867412784,7,2005,news,"Jalan M.T Haryono No. 926, Bekasi, 81039"
259,Xiaomi Mi 11,Android,201,4.0,1791,50,914,18,Male,3,Office,Harton Tower,Mulyono Yolanda,mulyonoyolanda259@yahoo.com,081201417515,18,2006,news,"Jl. Ronggowarsito No. 08, Jakarta Utara, 55426"
260,Xiaomi Mi 11,Android,570,9.0,2613,98,2497,49,Female,5,Restaurant,Satoru,Harjaya Puspita,harjayapuspita260@yahoo.com,081239737465,24,1975,other,"Gg. Pacuan Kuda No. 045, Jakarta Pusat, 85837"
261,Xiaomi Mi 11,Android,64,1.3,490,14,151,43,Female,1,Cafe,The Post Coffee and Eatery,Daniswara Iswahyudi,daniswaraiswahyudi261@outlook.com,085126142669,23,1981,sosmed,"Gang Peta No. 951, Tangerang Selatan, 77772"
262,iPhone 12,iOS,334,6.6,2394,68,1227,46,Female,4,Restaurant,Satoru,"Dr. Latika Laksmiwati, M.Ak",dr.latikalaksmiwatim.ak262@gmail.com,083849906058,10,1978,e-commerce,"Gg. Veteran No. 090, Bogor, 99864"
263,iPhone 12,iOS,518,9.6,2954,93,2125,34,Female,5,Cafe,Jack & Joe Coffee and Eatery Lebak Bulus,dr. Danu Mansur,dr.danumansur263@gmail.com,081320931366,12,1990,other,"Jl. Rawamangun No. 7, Tangerang, 25028"
264,Samsung Galaxy S21,Android,70,1.7,359,10,109,57,Male,1,Cafe,Kopikalyan Wijaya,Karja Mansur,karjamansur264@outlook.com,081719216963,12,1967,sosmed,"Jalan HOS. Cokroaminoto No. 9, Jakarta Utara, 54430"
265,iPhone 12,iOS,334,6.8,2000,77,1079,40,Female,4,Cafe,60 Common House,Novi Padmasari,novipadmasari265@yahoo.com,088281541052,8,1984,e-commerce,"Gang Stasiun Wonokromo No. 48, Jakarta Selatan, 86001"
266,Xiaomi Mi 11,Android,563,8.4,2849,85,1508,25,Male,5,Cafe,Monarki Coffee Rawamangun,"Drs. Oni Nasyidah, M.Pd",drs.oninasyidahm.pd266@gmail.com,085652953916,0,1999,other,"Jalan Raya Setiabudhi No. 3, Jakarta Selatan, 23997"
267,iPhone 12,iOS,181,4.1,1608,43,752,22,Female,3,Cafe,Warung Fotkop,Kardi Hasanah,kardihasanah267@aol.com,085830709813,23,2002,news,"Jalan Peta No. 45, Tangerang Selatan, 71315"
268,OnePlus 9,Android,584,9.4,2766,84,2151,32,Male,5,Cafe,Bleu Coffee and Space,Bakiman Winarno,bakimanwinarno268@outlook.com,081246968401,2,1992,other,"Jl. Kendalsari No. 1, Jakarta Pusat, 60333"
269,Samsung Galaxy S21,Android,208,4.7,1642,45,861,55,Male,3,Office,HTS Net,Betania Hutasoit,betaniahutasoit269@gmail.com,089697863005,10,1969,news,"Gg. Gedebage Selatan No. 108, Tangerang, 36551"
270,Samsung Galaxy S21,Android,381,6.6,2160,69,1450,20,Male,4,Compound Space,Menara FIF - Kantin 2,dr. Diah Pratama,dr.diahpratama270@gmail.com,088541484853,14,2004,e-commerce,"Gg. Rajawali Timur No. 9, Jakarta Pusat, 56700"
271,Xiaomi Mi 11,Android,426,6.5,1969,78,1266,53,Female,4,Cafe,Kopitok Coffee Kemang,Arta Prayoga,artaprayoga271@yahoo.com,083329947210,17,1971,e-commerce,"Jl. Ciwastra No. 95, Jakarta Pusat, 83743"
272,OnePlus 9,Android,284,4.2,1360,56,888,51,Male,3,Cafe,Tous les Jours Sency,Among Kurniawan,amongkurniawan272@outlook.com,088103808601,12,1973,news,"Gg. Tebet Barat Dalam No. 20, Bogor, 70724"
273,Google Pixel 5,Android,105,2.2,1002,29,453,31,Female,2,Transportation,Koridor 01 Halte Kebon Sirih arah Kota,"Cagak Rajata, M.Kom.",cagakrajatam.kom.273@gmail.com,081293790049,14,1993,streaming video,"Jalan R.E Martadinata No. 894, Bekasi, 70119"
274,Google Pixel 5,Android,179,2.3,1014,32,588,38,Male,2,Cafe,Suasana Kopi Gandaria,Puti Pratiwi,putipratiwi274@aol.com,081347013353,3,1986,streaming video,"Gang Ronggowarsito No. 612, Jakarta Timur, 29410"
275,iPhone 12,iOS,122,2.6,639,37,568,35,Male,2,Restaurant,Sambal Setan,Ella Hastuti,ellahastuti275@outlook.com,089877580373,12,1989,streaming video,"Gg. Jayawijaya No. 31, Bekasi, 54013"
276,OnePlus 9,Android,501,11.9,2702,88,1738,49,Male,5,Restaurant,Sliced Terogong,"R.M. Umaya Mandala, S.Gz",r.m.umayamandalas.gz276@gmail.com,082301775599,6,1975,other,"Gang Sadang Serang No. 94, Jakarta Utara, 28716"
277,Xiaomi Mi 11,Android,269,5.9,1666,42,629,32,Female,3,Cafe,Kopi Bojo Plaza Kuningan,Balidin Maryati,balidinmaryati277@gmail.com,089881237406,23,1992,news,"Jl. Ahmad Yani No. 650, Jakarta Selatan, 85363"
278,Google Pixel 5,Android,230,4.4,1607,52,878,54,Male,3,Office,Gedung Cyber,Nadia Halimah,nadiahalimah278@yahoo.com,082254242487,17,1970,news,"Jalan K.H. Wahid Hasyim No. 022, Depok, 93612"
279,Xiaomi Mi 11,Android,85,1.6,417,12,122,47,Male,1,Compound Space,Galeri Lafayette,Yuliana Hardiansyah,yulianahardiansyah279@yahoo.com,088755991131,6,1977,sosmed,"Jl. HOS. Cokroaminoto No. 5, Jakarta Pusat, 38725"
280,Samsung Galaxy S21,Android,411,7.8,2029,75,1136,33,Female,4,Cafe,Tuwuh Treats Bintaro,Julia Winarno,juliawinarno280@outlook.com,085843109145,10,1991,e-commerce,"Jalan Kutai No. 8, Tangerang, 58334"
281,Samsung Galaxy S21,Android,73,1.7,403,12,163,51,Male,1,Cafe,Ali Kopi Roastery Free Wifi,Tirta Budiyanto,tirtabudiyanto281@outlook.com,081851476144,15,1973,sosmed,"Jl. Pacuan Kuda No. 4, Jakarta Timur, 46726"
282,Xiaomi Mi 11,Android,39,1.7,530,11,268,26,Female,1,Cafe,Ali Kopi Roastery Free Wifi,"Umi Farida, S.E.",umifaridas.e.282@gmail.com,085103920124,12,1998,sosmed,"Gang K.H. Wahid Hasyim No. 7, Jakarta Timur, 06234"
283,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,4,Restaurant,Sliced Terogong,Makara Novitasari,makaranovitasari283@yahoo.com,082314407571,5,1973,e-commerce,"Jalan Suryakencana No. 144, Jakarta Barat, 79927"
284,Google Pixel 5,Android,49,1.3,542,16,169,54,Female,1,Restaurant,Ramen Ten 10 Kramat Jati,"drg. Kanda Mahendra, S.Kom",drg.kandamahendras.kom284@outlook.com,082395902597,0,1970,sosmed,"Jalan Gardujati No. 3, Depok, 28639"
285,Google Pixel 5,Android,411,6.9,1820,70,1024,43,Male,4,Restaurant,Warung Tekko Artha Gading,Raisa Usada,raisausada285@gmail.com,088439915444,11,1981,e-commerce,"Gang Medokan Ayu No. 5, Jakarta Selatan, 46924"
286,OnePlus 9,Android,534,10.8,2805,90,1538,37,Male,5,Cafe,Warung Fotkop,"Irfan Oktaviani, S.Kom",irfanoktavianis.kom286@aol.com,082140459157,21,1987,other,"Gg. Sentot Alibasa No. 146, Jakarta Utara, 70630"
287,Samsung Galaxy S21,Android,314,7.4,2136,64,1376,47,Female,4,Office,Harton Tower,"Uli Wastuti, S.E.",uliwastutis.e.287@outlook.com,085969665607,7,1977,e-commerce,"Jl. Ronggowarsito No. 5, Jakarta Utara, 23305"
288,Xiaomi Mi 11,Android,211,4.0,1519,54,811,29,Female,3,Cafe,Kopi Takua,Aurora Zulaika,aurorazulaika288@gmail.com,081459819219,0,1995,news,"Gg. Raya Setiabudhi No. 1, Bogor, 02455"
289,OnePlus 9,Android,121,3.7,619,36,473,47,Male,2,Cafe,Jack & Joe Coffee and Eatery Lebak Bulus,Drs. Cakrajiya Yulianti,drs.cakrajiyayulianti289@gmail.com,088152111853,4,1977,streaming video,"Gang Ciumbuleuit No. 18, Jakarta Barat, 95672"
290,Google Pixel 5,Android,84,1.2,415,10,146,50,Male,1,Transportation,Koridor 01 Halte Sarinah,Tania Tampubolon,taniatampubolon290@gmail.com,085631370710,24,1974,sosmed,"Jl. Cihampelas No. 84, Bekasi, 87475"
291,OnePlus 9,Android,448,7.6,2199,66,1047,28,Male,4,Cafe,Warung Fotkop,"Ir. Hani Hidayat, M.Pd",ir.hanihidayatm.pd291@mail.com,081355766780,20,1996,e-commerce,"Gang Kapten Muslihat No. 263, Jakarta Timur, 76423"
292,Google Pixel 5,Android,55,1.6,360,19,149,30,Male,1,Compound Space,JEC Kedoya,Harsaya Mandasari,harsayamandasari292@gmail.com,081981142417,3,1994,sosmed,"Gang Jamika No. 151, Bekasi, 13971"
293,Google Pixel 5,Android,59,1.8,497,10,208,36,Female,1,Cafe,Warung Fotkop,Limar Anggriawan,limaranggriawan293@yahoo.com,089553909466,22,1988,sosmed,"Jl. Cikapayang No. 361, Jakarta Selatan, 61597"
294,Xiaomi Mi 11,Android,226,4.5,1781,45,649,27,Female,3,Restaurant,Ramen Ya! Gandaria City,Mitra Kuswandari,mitrakuswandari294@outlook.com,088544161480,22,1997,news,"Jl. Kiaracondong No. 50, Bogor, 04347"
295,Samsung Galaxy S21,Android,580,8.5,2660,87,1795,52,Male,5,Office,Conclave Arteri,Hj. Winda Mardhiyah,hj.windamardhiyah295@aol.com,082125409203,8,1972,other,"Jalan Yos Sudarso No. 6, Bekasi, 77352"
296,OnePlus 9,Android,65,1.8,481,18,130,41,Male,1,Restaurant,Liberte Italian Cuisine,Tgk. Kayun Winarsih,tgk.kayunwinarsih296@gmail.com,081337140053,2,1983,sosmed,"Gang Rumah Sakit No. 896, Jakarta Barat, 21490"
297,OnePlus 9,Android,458,6.6,2214,67,1163,31,Female,4,Office,Gedung Cyber,Hartana Hutapea,hartanahutapea297@outlook.com,081922516779,19,1993,e-commerce,"Jalan Sentot Alibasa No. 39, Jakarta Barat, 35216"
298,iPhone 12,iOS,170,2.7,805,26,344,53,Female,2,Restaurant,Kintaro Sushi PIK,"Widya Mardhiyah, M.Kom.",widyamardhiyahm.kom.298@outlook.com,088758916449,23,1971,streaming video,"Gg. Antapani Lama No. 336, Jakarta Selatan, 95324"
299,iPhone 12,iOS,264,5.2,1641,44,778,44,Male,3,Office,Conclave Arteri,Qori Putra,qoriputra299@aol.com,088243616171,12,1980,news,"Jalan Siliwangi No. 93, Jakarta Selatan, 57686"
300,Xiaomi Mi 11,Android,122,3.3,748,35,499,59,Female,2,Restaurant,Ramen Ya! Gandaria City,"Johan Farida, S.IP",johanfaridas.ip300@gmail.com,089877372389,13,1965,streaming video,"Jalan Sukabumi No. 35, Jakarta Selatan, 16915"
301,Xiaomi Mi 11,Android,420,6.5,2113,65,1314,35,Male,4,Restaurant,Sambal Setan,Clara Suartini,clarasuartini301@outlook.com,088344683943,20,1989,e-commerce,"Gg. Pasirkoja No. 37, Bekasi, 56892"
302,iPhone 12,iOS,267,4.4,1505,59,971,38,Female,3,Cafe,Kedai Inn Taman GBK,"Cici Prastuti, M.Pd",ciciprastutim.pd302@aol.com,081774067960,10,1986,news,"Jl. Pelajar Pejuang No. 949, Jakarta Barat, 39032"
303,iPhone 12,iOS,469,6.0,2290,67,1086,34,Female,4,Cafe,Bleu Coffee and Space,"R. Maria Widodo, S.E.I",r.mariawidodos.e.i303@yahoo.com,081584825446,20,1990,e-commerce,"Jalan H.J Maemunah No. 8, Jakarta Pusat, 46077"
304,iPhone 12,iOS,541,11.4,2443,89,1923,34,Female,5,Office,Gedung Cyber,"Ifa Mandala, M.Farm",ifamandalam.farm304@yahoo.com,081984687651,5,1990,other,"Gg. Erlangga No. 432, Bekasi, 15970"
305,iPhone 12,iOS,155,2.9,1117,22,322,19,Female,2,Cafe,Liberica Cilandak Town Square,Tgk. Wirda Widiastuti,tgk.wirdawidiastuti305@yahoo.com,089725198425,16,2005,streaming video,"Jl. Ahmad Dahlan No. 22, Tangerang, 13145"
306,OnePlus 9,Android,106,2.8,686,32,594,27,Male,2,Cafe,Warung Fotkop,"T. Sabri Utama, M.Farm",t.sabriutamam.farm306@gmail.com,083192546769,17,1997,streaming video,"Gang Moch. Ramdan No. 442, Jakarta Selatan, 12634"
307,OnePlus 9,Android,243,5.0,1232,47,877,43,Male,3,Cafe,Kataloji Coffee & Eatery,"Cecep Astuti, S.I.Kom",cecepastutis.i.kom307@aol.com,085992776326,0,1981,news,"Gang Rumah Sakit No. 555, Bogor, 32640"
308,OnePlus 9,Android,410,7.5,2176,68,1213,45,Female,4,Office,Kantor PC 24,Yuliana Saefullah,yulianasaefullah308@gmail.com,085159981576,19,1979,e-commerce,"Jl. Gegerkalong Hilir No. 70, Jakarta Timur, 28538"
309,iPhone 12,iOS,285,5.1,1226,57,666,20,Female,3,Compound Space,Mall Taman Palem,"R.A. Halima Sitorus, S.IP",r.a.halimasitoruss.ip309@yahoo.com,081251452153,5,2004,news,"Gg. Cikutra Timur No. 2, Tangerang Selatan, 48937"
310,OnePlus 9,Android,397,6.8,2027,66,1167,40,Male,4,Restaurant,Sambal Setan,Sabri Suryono,sabrisuryono310@gmail.com,085275126626,9,1984,e-commerce,"Gang Ahmad Dahlan No. 56, Tangerang Selatan, 68567"
311,Samsung Galaxy S21,Android,230,4.2,1507,51,868,25,Female,3,Cafe,The Post Coffee and Eatery,Diana Sirait,dianasirait311@gmail.com,089693074234,0,1999,news,"Gg. Jamika No. 7, Tangerang Selatan, 41250"
312,iPhone 12,iOS,341,7.2,2397,68,1055,32,Female,4,Cafe,Kataloji Coffee & Eatery,Gasti Permata,gastipermata312@outlook.com,088971639084,22,1992,e-commerce,"Gang Cihampelas No. 3, Jakarta Selatan, 82314"
313,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,2,Compound Space,Mall Taman Palem,"Drs. Kartika Permata, S.Pd",drs.kartikapermatas.pd313@outlook.com,081946894549,21,2004,streaming video,"Jl. M.H Thamrin No. 6, Bogor, 97299"
314,Xiaomi Mi 11,Android,130,3.0,820,21,308,49,Female,2,Office,Gedung Cyber,Kenzie Sitorus,kenziesitorus314@yahoo.com,081369489964,13,1975,streaming video,"Gg. Rajawali Barat No. 3, Jakarta Pusat, 34887"
315,iPhone 12,iOS,281,4.9,1566,59,632,29,Male,3,Office,Gedung Cyber,Wirda Handayani,wirdahandayani315@gmail.com,085194512073,6,1995,news,"Jalan Cempaka No. 7, Bogor, 99593"
316,OnePlus 9,Android,74,2.0,320,11,103,55,Female,1,Cafe,Kopi Bojo Plaza Kuningan,"Lanjar Utami, S.Pt",lanjarutamis.pt316@outlook.com,089864225568,15,1969,sosmed,"Gang M.H Thamrin No. 368, Tangerang, 56862"
317,OnePlus 9,Android,299,4.3,1737,43,953,42,Female,3,Office,Gedung Cyber,Elon Januar,elonjanuar317@gmail.com,085768481972,3,1982,news,"Jl. Peta No. 14, Jakarta Timur, 21261"
318,Google Pixel 5,Android,116,2.2,827,29,434,28,Female,2,Cafe,Bukan Ruang,Fathonah Lestari,fathonahlestari318@outlook.com,088692423587,13,1996,streaming video,"Jl. Gardujati No. 7, Jakarta Utara, 55922"
319,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,4,Restaurant,Warung Tekko Daan Mogot,"Puti Shakila Wastuti, S.T.",putishakilawastutis.t.319@gmail.com,089917875300,1,1977,e-commerce,"Gang Pasirkoja No. 8, Jakarta Selatan, 41405"
320,Google Pixel 5,Android,508,11.3,2590,81,2481,51,Male,5,Transportation,Stasiun Istora Mandiri,Dina Wibowo,dinawibowo320@protonmail.com,081948335011,18,1973,other,"Jalan Sadang Serang No. 3, Jakarta Barat, 51650"
321,iPhone 12,iOS,227,4.4,1275,56,984,22,Female,3,Cafe,Stay Kopi Kopia,Virman Gunawan,virmangunawan321@outlook.com,081755623213,19,2002,news,"Gang Dr. Djunjunan No. 3, Jakarta Selatan, 59453"
322,Google Pixel 5,Android,274,6.0,1489,56,666,57,Female,3,Cafe,Jack & Joe Coffee and Eatery Lebak Bulus,Respati Oktaviani,respatioktaviani322@gmail.com,083884548264,8,1967,news,"Gang Cihampelas No. 68, Depok, 49814"
323,Google Pixel 5,Android,347,6.3,2001,61,1456,21,Female,4,Office,Graha Aruna,Ika Mangunsong,ikamangunsong323@gmail.com,088621722565,22,2003,e-commerce,"Jalan Surapati No. 4, Bekasi, 32466"
324,Xiaomi Mi 11,Android,76,1.3,490,14,156,31,Female,1,Cafe,Monarki Coffee Rawamangun,Kariman Marbun,karimanmarbun324@gmail.com,088353354349,20,1993,sosmed,"Jalan Cempaka No. 87, Jakarta Pusat, 24345"
325,iPhone 12,iOS,445,7.5,2007,78,1115,23,Male,4,Cafe,Bleu Coffee and Space,Siti Zulaika,sitizulaika325@outlook.com,082370029426,18,2001,e-commerce,"Jl. Waringin No. 540, Jakarta Timur, 50200"
326,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,3,Office,MTM Representative Office,Laswi Ramadan,laswiramadan326@mail.com,083289273797,17,1999,news,"Gang Soekarno Hatta No. 37, Tangerang, 70852"
327,Samsung Galaxy S21,Android,199,6.0,1707,57,881,55,Male,3,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,"Yusuf Dongoran, S.T.",yusufdongorans.t.327@yahoo.com,081748565169,23,1969,news,"Gg. Pasirkoja No. 59, Jakarta Barat, 21215"
328,OnePlus 9,Android,48,2.0,574,18,127,24,Female,1,Compound Space,JEC Kedoya,Shania Lailasari,shanialailasari328@gmail.com,089629234741,13,2000,sosmed,"Gang Pelajar Pejuang No. 22, Jakarta Timur, 19835"
329,OnePlus 9,Android,88,1.6,420,12,274,31,Female,1,Office,HTS Net,Lutfan Halim,lutfanhalim329@gmail.com,083899779038,2,1993,sosmed,"Jalan Suryakencana No. 39, Tangerang Selatan, 36620"
